date,unit_sales,onpromotion,unit_sales_log,is_outlier,year,month,day,day_of_week,unit_sales_7d_avg,is_holiday,dcoilwtico,lag_1,lag_6,lag_7,lag_8,lag_14,unit_sales_7d_std
2013-06-07,109963.83931225416,0.0,1.4310958817973862,202,2013,6,7,4,5.762460618433517,0,96.11,106967.94209978702,134260.21651366138,112099.74020092927,111367.52334619549,118579.18727460649,14286.787254105237
2013-06-08,119797.71775366469,0.0,1.480782927570168,249,2013,6,8,5,5.6630729307565835,0,96.11,109963.83931225416,144822.28995544428,134260.21651366138,112099.74020092927,116420.94920466583,12815.40080890716
2013-06-09,132039.27252852297,0.0,1.5191297183571635,304,2013,6,9,6,5.575226800936348,0,96.11,119797.71775366469,118851.95484054259,144822.28995544428,134260.21651366138,126284.4947254917,8491.878749172223
2013-06-10,110981.94576000952,0.0,1.434625884566867,209,2013,6,10,0,5.5211433387704485,0,95.82,132039.27252852297,112125.7591219737,118851.95484054259,144822.28995544428,111637.18483359588,8556.31056798997
2013-06-11,106537.98997425176,0.0,1.4114262992756448,191,2013,6,11,1,5.482743649748472,0,95.5,110981.94576000952,111538.21750830857,112125.7591219737,118851.95484054259,110919.85901366726,9088.597752977066
2013-06-12,107596.65351715463,0.0,1.4132446933473308,197,2013,6,12,2,5.45565684148578,0,95.98,106537.98997425176,106967.94209978702,111538.21750830857,112125.7591219737,111434.97612814003,9382.10885431656
2013-06-13,104070.6807236982,0.0,1.3981269579648175,184,2013,6,13,3,5.435746581609966,0,96.66,107596.65351715463,109963.83931225416,106967.94209978702,111538.21750830857,111367.52334619549,9769.682091419596
2013-06-14,111028.81812073736,0.0,1.4391686976868754,205,2013,6,14,4,5.443065218794078,0,97.83,104070.6807236982,119797.71775366469,109963.83931225416,106967.94209978702,112099.74020092927,9722.73118905749
2013-06-15,132362.91929924776,0.0,1.5292947115236488,285,2013,6,15,5,5.529414496849983,0,97.83,111028.81812073736,132039.27252852297,119797.71775366469,109963.83931225416,134260.21651366138,12038.598874773388
2013-06-16,123871.99013913852,0.0,1.4955729195971728,263,2013,6,16,6,5.473288143807126,0,97.83,132362.91929924776,110981.94576000952,132039.27252852297,119797.71775366469,144822.28995544428,10388.476116069509
2013-06-17,115469.954651752,0.0,1.4574459872579284,222,2013,6,17,0,5.504130174180022,0,97.86,123871.99013913852,106537.98997425176,110981.94576000952,132039.27252852297,118851.95484054259,10325.401836340454
2013-06-18,109743.33066347033,0.0,1.4346030467430904,190,2013,6,18,1,5.5261575848373985,0,98.46,115469.954651752,107596.65351715463,106537.98997425176,110981.94576000952,112125.7591219737,9983.001037779777
2013-06-19,110640.6208687721,0.0,1.4279280163221517,212,2013,6,19,2,5.547076022339923,0,98.24,109743.33066347033,104070.6807236982,107596.65351715463,106537.98997425176,111538.21750830857,9674.511136609215
2013-06-20,106691.34237013503,0.0,1.42018050655789,185,2013,6,20,3,5.565085462170848,0,94.89,110640.6208687721,111028.81812073736,104070.6807236982,107596.65351715463,106967.94209978702,9206.348523963048
2013-06-21,106907.88064234053,0.0,1.4205911183390534,186,2013,6,21,4,5.536765981987247,0,93.81,106691.34237013503,132362.91929924776,111028.81812073736,104070.6807236982,109963.83931225416,9673.756173810527
2013-06-22,119850.1730443231,0.0,1.4834525516561352,226,2013,6,22,5,5.4507771817527395,0,93.81,106907.88064234053,123871.99013913852,132362.91929924776,111028.81812073736,119797.71775366469,6628.667229525441
2013-06-23,129180.19070905646,0.0,1.5101737734193696,289,2013,6,23,6,5.487255648518717,1,93.81,119850.1730443231,115469.954651752,123871.99013913852,132362.91929924776,132039.27252852297,8164.040886207529
2013-06-24,112184.25589406886,0.0,1.4381570516340223,209,2013,6,24,0,5.464676009457149,0,95.07,129180.19070905646,109743.33066347033,115469.954651752,123871.99013913852,110981.94576000952,8164.528678481373
2013-06-25,107028.54613877536,0.0,1.415958722981427,186,2013,6,25,1,5.446019748120285,1,95.25,112184.25589406886,110640.6208687721,109743.33066347033,115469.954651752,106537.98997425176,8438.13469500496
2013-06-26,107460.04642534253,0.0,1.4163147797979134,188,2013,6,26,2,5.424162533494886,0,95.47,107028.54613877536,106691.34237013503,110640.6208687721,109743.33066347033,107596.65351715463,8681.778154876478
2013-06-27,103095.99751089553,0.0,1.4014747361825717,169,2013,6,27,3,5.399454976530432,0,97.0,107460.04642534253,106907.88064234053,106691.34237013503,110640.6208687721,104070.6807236982,9191.837715029136
2013-06-28,109257.77600763306,0.0,1.43451187993561,198,2013,6,28,4,5.41560368433777,0,96.36,103095.99751089553,119850.1730443231,106907.88064234053,106691.34237013503,111028.81812073736,9005.502020242944
2013-06-29,129315.68121469456,0.0,1.5274017119768715,271,2013,6,29,5,5.480651570277264,0,96.36,109257.77600763306,129180.19070905646,119850.1730443231,106907.88064234053,132362.91929924776,10809.184018788073
2013-06-30,136701.7956293328,0.0,1.5458707191253667,342,2013,6,30,6,5.5323407654192165,0,96.36,129315.68121469456,112184.25589406886,129180.19070905646,119850.1730443231,123871.99013913852,12773.071853459049
2013-07-01,123387.10195478816,0.0,1.4892210398472947,251,2013,7,1,0,5.609327805062412,0,97.94,136701.7956293328,107028.54613877536,112184.25589406886,129180.19070905646,115469.954651752,13059.179345926592
2013-07-02,115548.13742748629,0.0,1.4629404606153094,218,2013,7,2,1,5.667875258873065,0,99.65,123387.10195478816,107460.04642534253,107028.54613877536,112184.25589406886,109743.33066347033,12398.006176864072
2013-07-03,114599.01291134971,0.0,1.45507327721318,213,2013,7,3,2,5.7169349257551065,1,101.92,115548.13742748629,103095.99751089553,107460.04642534253,107028.54613877536,110640.6208687721,11676.005631138074
2013-07-04,107379.45529611722,0.0,1.4229233681063425,175,2013,7,4,3,5.74637126117679,0,101.92,114599.01291134971,109257.77600763306,103095.99751089553,107460.04642534253,106691.34237013503,10791.916418099965
2013-07-05,110800.12296716667,0.0,1.435479798613086,204,2013,7,5,4,5.756970418379665,0,103.09,107379.45529611722,129315.68121469456,109257.77600763306,103095.99751089553,106907.88064234053,10562.312723826808
2013-07-06,122648.95470913015,0.0,1.495060262338382,247,2013,7,6,5,5.711156030232902,0,103.09,110800.12296716667,136701.7956293328,129315.68121469456,109257.77600763306,119850.1730443231,9822.924434372562
2013-07-07,129478.57179569005,0.0,1.5126071943158288,285,2013,7,7,6,5.661517338723771,0,103.09,122648.95470913015,123387.10195478816,136701.7956293328,129315.68121469456,129180.19070905646,7788.218914130582
2013-07-08,112720.69196152278,0.0,1.4485725762185948,203,2013,7,8,0,5.588216739523234,0,103.03,129478.57179569005,115548.13742748629,123387.10195478816,136701.7956293328,112184.25589406886,7527.246065335961
2013-07-09,109504.87204200553,0.0,1.4310921467878717,205,2013,7,9,1,5.546686836382131,0,103.46,112720.69196152278,114599.01291134971,115548.13742748629,123387.10195478816,107028.54613877536,7945.129878471406
2013-07-10,110539.98500050254,0.0,1.4317408994277383,201,2013,7,10,2,5.518792804723431,0,106.41,109504.87204200553,107379.45529611722,114599.01291134971,115548.13742748629,107460.04642534253,8150.664206605914
2013-07-11,105045.94541138342,0.0,1.4146674274270312,172,2013,7,11,3,5.502756699520336,0,104.77,110539.98500050254,110800.12296716667,107379.45529611722,114599.01291134971,103095.99751089553,8539.589890936748
2013-07-12,108616.20715196502,0.0,1.4307287838874596,186,2013,7,12,4,5.4877486192047575,0,105.85,105045.94541138342,122648.95470913015,110800.12296716667,107379.45529611722,109257.77600763306,8730.419900837096
2013-07-13,121491.91168666148,0.0,1.4899893800762427,242,2013,7,13,5,5.479797307854331,0,105.85,108616.20715196502,129478.57179569005,122648.95470913015,110800.12296716667,129315.68121469456,8550.224291385583
2013-07-14,130110.04042088373,0.0,1.5169910043908486,284,2013,7,14,6,5.484136821208145,0,105.85,121491.91168666148,112720.69196152278,129478.57179569005,122648.95470913015,136701.7956293328,8742.967122993321
2013-07-15,117642.1432275476,0.0,1.4700208503130878,231,2013,7,15,0,5.517957509421296,0,106.2,130110.04042088373,109504.87204200553,112720.69196152278,129478.57179569005,123387.10195478816,8820.087192650104
2013-07-16,115036.29560675417,0.0,1.4621244021330886,216,2013,7,16,1,5.555969986157522,0,105.88,117642.1432275476,110539.98500050254,109504.87204200553,112720.69196152278,115548.13742748629,8518.955849910299
2013-07-17,113127.47731349619,0.0,1.4480763722049328,215,2013,7,17,2,5.573751483126884,0,106.38999999999999,115036.29560675417,105045.94541138342,110539.98500050254,109504.87204200553,114599.01291134971,8321.851145396891
2013-07-18,107722.03988855047,0.0,1.4297362732933687,180,2013,7,18,3,5.592141862722028,0,107.93999999999998,113127.47731349619,108616.20715196502,105045.94541138342,110539.98500050254,107379.45529611722,7786.104528801486
2013-07-19,110787.2377757321,0.0,1.4405998934062545,197,2013,7,19,4,5.607061394758142,0,108.0,107722.03988855047,121491.91168666148,108616.20715196502,105045.94541138342,110800.12296716667,7468.11657196459
2013-07-20,122395.9060661837,0.0,1.4980459527404413,234,2013,7,20,5,5.6132737314051235,0,108.0,110787.2377757321,130110.04042088373,121491.91168666148,108616.20715196502,122648.95470913015,7574.679652141916
2013-07-21,130329.99413487971,0.0,1.5167101592138776,302,2013,7,21,6,5.6147852745618625,0,108.0,122395.9060661837,117642.1432275476,130110.04042088373,121491.91168666148,129478.57179569005,7639.810550645639
2013-07-22,113263.13048785065,0.0,1.4516042042798378,204,2013,7,22,0,5.584692276268225,0,106.61000000000001,130329.99413487971,115036.29560675417,117642.1432275476,130110.04042088373,112720.69196152278,7730.478701609722
2013-07-23,110150.09862746701,0.0,1.439830346672555,192,2013,7,23,1,5.551113858916957,1,107.13,113263.13048785065,113127.47731349619,115036.29560675417,117642.1432275476,109504.87204200553,8055.722866157066
2013-07-24,108678.45829746436,0.0,1.4293673304106,192,2013,7,24,2,5.520539770733994,1,105.41,110150.09862746701,107722.03988855047,113127.47731349619,115036.29560675417,110539.98500050254,8431.334935624564
2013-07-25,111441.75349951736,0.0,1.443723047938423,203,2013,7,25,3,5.546102001766781,1,105.47,108678.45829746436,110787.2377757321,107722.03988855047,113127.47731349619,105045.94541138342,8020.997692855572
2013-07-26,111194.78161563945,0.0,1.4402798796215046,206,2013,7,26,4,5.548902682378586,0,104.75999999999999,111441.75349951736,122395.9060661837,110787.2377757321,107722.03988855047,108616.20715196502,7984.241896908778
2013-07-27,121048.25966115495,0.0,1.4893889875341069,238,2013,7,27,5,5.539641526182506,0,104.75999999999999,111194.78161563945,130329.99413487971,122395.9060661837,110787.2377757321,121491.91168666148,7800.173290668013
2013-07-28,129117.42514010667,0.0,1.5113238001477454,297,2013,7,28,6,5.53130863498997,0,104.75999999999999,121048.25966115495,113263.13048785065,130329.99413487971,122395.9060661837,130110.04042088373,7410.830848583215
2013-07-29,111675.17911773817,0.0,1.4393629574333906,210,2013,7,29,0,5.520396079874982,0,104.61000000000001,129117.42514010667,110150.09862746701,113263.13048785065,130329.99413487971,117642.1432275476,7496.13055770968
2013-07-30,110202.45569208266,0.0,1.4380274079625723,199,2013,7,30,1,5.5207558826775305,0,103.13999999999999,111675.17911773817,108678.45829746436,110150.09862746701,113263.13048785065,115036.29560675417,7490.790767799564
2013-07-31,116612.98074685493,0.0,1.4676907884541437,216,2013,7,31,2,5.575282686942289,0,105.1,110202.45569208266,111441.75349951736,108678.45829746436,110150.09862746701,113127.47731349619,7000.469074961105
2013-08-01,119314.01721129067,0.0,1.48383485912125,232,2013,8,1,3,5.629381643151732,0,107.93000000000002,116612.98074685493,111194.78161563945,111441.75349951736,108678.45829746436,107722.03988855047,6794.383102240631
2013-08-02,118009.40503361645,0.0,1.4717510124485664,239,2013,8,2,4,5.676212393158446,0,106.93999999999998,119314.01721129067,121048.25966115495,111194.78161563945,111441.75349951736,110787.2377757321,6289.469750969506
2013-08-03,133971.7129675937,0.0,1.5402805976011211,298,2013,8,3,5,5.765023611900294,0,106.93999999999998,118009.40503361645,129117.42514010667,121048.25966115495,111194.78161563945,122395.9060661837,8749.893345145485
2013-08-04,138512.6547950939,0.0,1.5484978342059292,341,2013,8,4,6,5.829588537097435,0,106.93999999999998,133971.7129675937,111675.17911773817,129117.42514010667,121048.25966115495,130329.99413487971,10872.664195756293
2013-08-05,119040.29230012518,0.0,1.4710015812494057,241,2013,8,5,0,5.880202305909023,1,106.61000000000001,138512.6547950939,110202.45569208266,111675.17911773817,129117.42514010667,113263.13048785065,10129.952299033335
2013-08-06,116377.98826415565,0.0,1.4544953089196657,238,2013,8,6,1,5.922641161925359,0,105.31999999999998,119040.29230012518,116612.98074685493,110202.45569208266,111675.17911773817,110150.09862746701,9126.310120244305
2013-08-07,116285.6985306069,0.0,1.4451421341057933,224,2013,8,7,2,5.920392046939734,0,104.41,116377.98826415565,119314.01721129067,116612.98074685493,110202.45569208266,108678.45829746436,9165.953349385714
2013-08-08,109053.79060199333,0.0,1.425711525264657,200,2013,8,8,3,5.84988277916645,0,103.45,116285.6985306069,118009.40503361645,119314.01721129067,116612.98074685493,111441.75349951736,10578.75108499023
2013-08-09,112784.0225483166,0.0,1.4364484123394368,203,2013,8,9,4,5.8139734462731605,0,106.04,109053.79060199333,133971.7129675937,118009.40503361645,119314.01721129067,111194.78161563945,11048.870411602355
2013-08-10,125297.84039596915,0.0,1.4989060402690104,270,2013,8,10,5,5.754365756592132,1,106.04,112784.0225483166,138512.6547950939,133971.7129675937,118009.40503361645,121048.25966115495,9742.603103242283
2013-08-11,133647.64013044888,0.0,1.5181891576503577,323,2013,8,11,6,5.720932906152009,0,106.04,125297.84039596915,119040.29230012518,138512.6547950939,133971.7129675937,129117.42514010667,8225.85413995239
2013-08-12,115816.8469216076,0.0,1.4493981793389241,233,2013,8,12,0,5.698781078321958,0,106.18999999999998,133647.64013044888,116377.98826415565,119040.29230012518,138512.6547950939,111675.17911773817,8308.25205064188
2013-08-13,111787.71922846852,0.0,1.4311801149725059,225,2013,8,13,1,5.66723630636776,0,106.78,115816.8469216076,116285.6985306069,116377.98826415565,119040.29230012518,110202.45569208266,8673.660022442325
2013-08-14,113995.25032499479,0.0,1.4357913558882556,220,2013,8,14,2,5.651496125180729,0,106.88999999999999,111787.71922846852,109053.79060199333,116285.6985306069,116377.98826415565,116612.98074685493,8783.279260758844
2013-08-15,111761.93425059688,0.0,1.4342114061074789,207,2013,8,15,3,5.670106749775987,1,107.43000000000002,113995.25032499479,112784.0225483166,109053.79060199333,116285.6985306069,119314.01721129067,8401.444683688122
2013-08-16,118046.52379271976,0.0,1.4588484068058243,235,2013,8,16,4,5.70627116636525,0,107.58,111761.93425059688,125297.84039596915,112784.0225483166,109053.79060199333,118009.40503361645,8100.529522582729
2013-08-17,131730.2452897241,0.0,1.5216974235629657,295,2013,8,17,5,5.750475273774434,0,107.58,118046.52379271976,133647.64013044888,125297.84039596915,112784.0225483166,133971.7129675937,9265.170782750569
2013-08-18,138406.18219522433,0.0,1.535927753036715,348,2013,8,18,6,5.783176434229473,0,107.58,131730.2452897241,115816.8469216076,133647.64013044888,125297.84039596915,138512.6547950939,10557.181330829631
2013-08-19,119094.35818262918,0.0,1.4665858725716663,243,2013,8,19,0,5.805699808023568,0,107.13999999999999,138406.18219522433,111787.71922846852,115816.8469216076,133647.64013044888,119040.29230012518,10400.839648872738
2013-08-20,116179.48688382361,0.0,1.451933090576886,234,2013,8,20,1,5.835880459328958,0,104.9,119094.35818262918,113995.25032499479,111787.71922846852,115816.8469216076,116377.98826415565,9894.555018083043
2013-08-21,116751.28699270322,0.0,1.448673095410902,241,2013,8,21,2,5.854820209375059,0,103.93000000000002,116179.48688382361,111761.93425059688,113995.25032499479,111787.71922846852,116285.6985306069,9605.292618931286
2013-08-22,113775.03598541344,0.0,1.430203358108509,224,2013,8,22,3,5.8686544388399735,0,104.93000000000002,116751.28699270322,118046.52379271976,111761.93425059688,113995.25032499479,109053.79060199333,9282.515549992131
2013-08-23,111713.12397927858,0.0,1.43719361744541,208,2013,8,23,4,5.8251307039005775,0,106.48,113775.03598541344,131730.2452897241,118046.52379271976,111761.93425059688,112784.0225483166,10011.822914452528
2013-08-24,123489.23783896444,0.0,1.4982773295198712,243,2013,8,24,5,5.768497705118591,1,106.48,111713.12397927858,138406.18219522433,131730.2452897241,118046.52379271976,125297.84039596915,8984.296603182673
2013-08-25,132709.71701604628,0.0,1.519567309265673,301,2013,8,25,6,5.729351046475019,0,106.48,123489.23783896444,119094.35818262918,138406.18219522433,131730.2452897241,133647.64013044888,7088.216103998786
2013-08-26,116193.45417817288,0.0,1.4475945796241299,248,2013,8,26,0,5.709415754105407,0,105.88,132709.71701604628,116179.48688382361,119094.35818262918,138406.18219522433,115816.8469216076,7173.0141835317545
2013-08-27,111115.44174491949,0.0,1.4356957803016777,202,2013,8,27,1,5.67461514703193,0,109.11000000000001,116193.45417817288,116751.28699270322,116179.48688382361,119094.35818262918,111787.71922846852,7703.8253429102415
2013-08-28,110428.68334561073,0.0,1.4302898793168297,206,2013,8,28,2,5.631165604389936,0,110.17,111115.44174491949,113775.03598541344,116751.28699270322,116179.48688382361,113995.25032499479,8222.85276493462
2013-08-29,107858.35274161801,0.0,1.422454050065827,185,2013,8,29,3,5.590505585946634,0,108.50999999999999,110428.68334561073,111713.12397927858,113775.03598541344,116751.28699270322,111761.93425059688,8893.612730807285
2013-08-30,114089.32894486783,0.0,1.453662783655421,211,2013,8,30,4,5.606835095867119,0,107.98,107858.35274161801,123489.23783896444,111713.12397927858,113775.03598541344,118046.52379271976,8737.095327952577
2013-08-31,133214.90589184483,0.0,1.541251256587627,287,2013,8,31,5,5.6736708256348445,0,107.98,114089.32894486783,132709.71701604628,123489.23783896444,111713.12397927858,131730.2452897241,10598.57960409008
2013-09-01,149107.93299175423,0.0,1.5823728624692937,405,2013,9,1,6,5.786360948890761,0,107.98,133214.90589184483,116193.45417817288,132709.71701604628,123489.23783896444,138406.18219522433,15213.592244046482
2013-09-02,123788.88978487915,0.0,1.4916726473309094,250,2013,9,2,0,5.838557515637416,0,107.98,149107.93299175423,111115.44174491949,116193.45417817288,132709.71701604628,119094.35818262918,15143.683400717015
2013-09-03,117310.68634198203,0.0,1.4660288707798255,232,2013,9,3,1,5.881131834592463,0,108.67,123788.88978487915,110428.68334561073,111115.44174491949,116193.45417817288,116179.48688382361,14616.212330744514
2013-09-04,116481.7971938604,0.0,1.460574662083188,217,2013,9,4,2,5.922729417320476,0,107.29,117310.68634198203,107858.35274161801,110428.68334561073,111115.44174491949,116751.28699270322,13964.311284497902
2013-09-05,110467.34959513368,0.0,1.4282417164360401,201,2013,9,5,3,5.940658695568337,0,108.5,116481.7971938604,114089.32894486783,107858.35274161801,110428.68334561073,113775.03598541344,13516.670866435808
2013-09-06,110500.99425870196,0.0,1.4340433155746144,193,2013,9,6,4,5.915999313190001,0,110.62,110467.34959513368,133214.90589184483,114089.32894486783,107858.35274161801,111713.12397927858,13992.475494034654
2013-09-07,124999.34470499298,0.0,1.4993318096067718,246,2013,9,7,5,5.859541183590151,0,110.62,110500.99425870196,149107.93299175423,133214.90589184483,114089.32894486783,123489.23783896444,13319.459094927324
2013-09-08,131639.66288374347,0.0,1.5145988291549985,293,2013,9,8,6,5.739497545034867,0,110.62,124999.34470499298,123788.88978487915,149107.93299175423,133214.90589184483,132709.71701604628,7876.512216337311
2013-09-09,115565.0173379974,0.0,1.449330011414644,223,2013,9,9,0,5.6829822996537285,0,109.62,131639.66288374347,117310.68634198203,123788.88978487915,149107.93299175423,116193.45417817288,7709.12210012573
2013-09-10,109021.0753882655,0.0,1.4198856312574355,207,2013,9,10,1,5.626015292907277,0,107.48,115565.0173379974,116481.7971938604,117310.68634198203,123788.88978487915,111115.44174491949,8457.71563389574
2013-09-11,112625.46897629803,0.0,1.436887267281376,210,2013,9,11,2,5.599514233109301,0,107.65,109021.0753882655,110467.34959513368,116481.7971938604,117310.68634198203,110428.68334561073,8617.65070022997
2013-09-12,108583.98488725789,0.0,1.4202640349274736,188,2013,9,12,3,5.586571569018233,0,108.72,112625.46897629803,110500.99425870196,110467.34959513368,116481.7971938604,107858.35274161801,8859.840357613037
2013-09-13,112004.0866385428,0.0,1.4400354015223134,199,2013,9,13,4,5.596900964959854,0,108.31000000000002,108583.98488725789,124999.34470499298,110500.99425870196,110467.34959513368,114089.32894486783,8717.648337888882
2013-09-14,125342.14065257249,0.0,1.503060745116628,261,2013,9,14,5,5.599256691804871,0,108.31000000000002,112004.0866385428,131639.66288374347,124999.34470499298,110500.99425870196,133214.90589184483,8775.117382665056
2013-09-15,136259.0346621253,0.0,1.536555086484644,310,2013,9,15,6,5.631001460616423,0,108.31000000000002,125342.14065257249,115565.0173379974,131639.66288374347,124999.34470499298,149107.93299175423,10174.528430624187
2013-09-16,118982.50890417553,0.0,1.4670871993469232,229,2013,9,16,0,5.654486792581142,0,106.54,136259.0346621253,109021.0753882655,115565.0173379974,131639.66288374347,123788.88978487915,10172.983133400037
2013-09-17,114420.49025494745,0.0,1.448095267992601,211,2013,9,17,1,5.691592092800239,0,105.36000000000001,118982.50890417553,112625.46897629803,109021.0753882655,115565.0173379974,117310.68634198203,9607.921061569841
2013-09-18,113004.35764326567,0.0,1.4401765643386852,209,2013,9,18,2,5.694195852297254,0,108.23,114420.49025494745,108583.98488725789,112625.46897629803,109021.0753882655,116481.7971938604,9571.512917584949
2013-09-19,108284.94805565866,0.0,1.4174410024270419,183,2013,9,19,3,5.692140842321723,0,106.25999999999999,113004.35764326567,112004.0866385428,108583.98488725789,112625.46897629803,110467.34959513368,9623.003062223665
2013-09-20,112915.80683397787,0.0,1.4388806474570237,207,2013,9,20,4,5.698406271521503,0,104.7,108284.94805565866,125342.14065257249,112004.0866385428,108583.98488725789,110500.99425870196,9528.850284460517
2013-09-21,123735.18371731468,0.0,1.4900397688946356,250,2013,9,21,5,5.6873631083280545,0,104.7,112915.80683397787,136259.0346621253,125342.14065257249,112004.0866385428,124999.34470499298,9353.108303089884
2013-09-22,127856.66179754586,0.0,1.498559817607713,263,2013,9,22,6,5.629621190844207,0,104.7,123735.18371731468,118982.50890417553,136259.0346621253,125342.14065257249,131639.66288374347,6860.590686236416
2013-09-23,114564.00349528163,0.0,1.4415874928336128,211,2013,9,23,0,5.599256795115258,0,103.62,127856.66179754586,114420.49025494745,118982.50890417553,136259.0346621253,115565.0173379974,6854.115182995087
2013-09-24,108831.31792643925,0.0,1.4210161618669583,199,2013,9,24,1,5.560847463299456,0,103.22,114564.00349528163,113004.35764326567,114420.49025494745,118982.50890417553,109021.0753882655,7424.593669402414
2013-09-25,109079.58793794109,0.0,1.4171266983902198,189,2013,9,25,2,5.53387606699029,0,102.68000000000002,108831.31792643925,108284.94805565866,113004.35764326567,114420.49025494745,112625.46897629803,7792.269227829465
2013-09-26,105181.85262936537,0.0,1.4012343878719067,173,2013,9,26,3,5.5125512956504155,0,103.1,109079.58793794109,112915.80683397787,108284.94805565866,113004.35764326567,108583.98488725789,8311.462237201304
2013-09-27,109662.95145129404,0.0,1.4232007295956628,185,2013,9,27,4,5.490197359432516,0,102.86000000000001,105181.85262936537,123735.18371731468,112915.80683397787,108284.94805565866,112004.0866385428,8509.5604552629
2013-09-28,123436.74527752024,0.0,1.4962608275812292,232,2013,9,28,5,5.488146461663236,1,102.86000000000001,109662.95145129404,127856.66179754586,123735.18371731468,112915.80683397787,125342.14065257249,8453.984046530144
2013-09-29,123607.87013052077,0.0,1.497673706068075,249,2013,9,29,6,5.45894835515244,0,102.86000000000001,123436.74527752024,114564.00349528163,127856.66179754586,123735.18371731468,136259.0346621253,7385.6682336785325
2013-09-30,116628.71121694565,0.0,1.4606455996203085,216,2013,9,30,0,5.473137225940972,0,102.36000000000001,123607.87013052077,108831.31792643925,114564.00349528163,127856.66179754586,118982.50890417553,7476.812311748905
2013-10-01,120737.78227331695,0.0,1.4809958713490208,232,2013,10,1,1,5.554959598373403,0,102.09,116628.71121694565,109079.58793794109,108831.31792643925,114564.00349528163,114420.49025494745,7518.764992441302
2013-10-02,116994.1951538711,0.0,1.4600858285273695,214,2013,10,2,2,5.609349543231219,0,104.15,120737.78227331695,105181.85262936537,109079.58793794109,108831.31792643925,113004.35764326567,6971.670762282325
2013-10-03,112068.52040512832,0.0,1.4398748902862595,207,2013,10,3,3,5.656675389019744,0,103.29,116994.1951538711,109662.95145129404,105181.85262936537,109079.58793794109,108284.94805565866,5399.253236612908
2013-10-04,113285.07146018396,0.0,1.443416886263921,194,2013,10,4,4,5.681566947397448,0,103.83,112068.52040512832,123436.74527752024,109662.95145129404,105181.85262936537,112915.80683397787,4631.858181987319
2013-10-05,121654.8565475465,0.0,1.4820145450644402,222,2013,10,5,5,5.669321636022934,0,103.83,113285.07146018396,123607.87013052077,123436.74527752024,109662.95145129404,123735.18371731468,4329.303468860601
2013-10-06,121123.61876452249,0.0,1.479546004514003,241,2013,10,6,6,5.652249620808123,0,103.83,121654.8565475465,116628.71121694565,123607.87013052077,123436.74527752024,127856.66179754586,3854.829185686404
2013-10-07,115055.91747946004,0.0,1.4462407671911635,211,2013,10,7,0,5.641441230407854,1,103.06999999999998,121123.61876452249,120737.78227331695,116628.71121694565,123607.87013052077,114564.00349528163,3958.450987813689
2013-10-08,111260.70811202786,0.0,1.4303875630335428,194,2013,10,8,1,5.576313861862202,0,103.54,115055.91747946004,116994.1951538711,120737.78227331695,116628.71121694565,108831.31792643925,4190.316314310333
2013-10-09,111702.28666634818,0.0,1.4293339095681146,202,2013,10,9,2,5.539947355859268,0,101.63,111260.70811202786,112068.52040512832,116994.1951538711,120737.78227331695,109079.58793794109,4434.55124090852
2013-10-10,112051.22537966688,0.0,1.4333722928027288,204,2013,10,10,3,5.539828502774649,0,103.08,111702.28666634818,113285.07146018396,112068.52040512832,116994.1951538711,105181.85262936537,4436.567970773157
2013-10-11,118766.3408666061,0.0,1.4635773112769792,230,2013,10,11,4,5.577496315293012,1,102.17,112051.22537966688,121654.8565475465,113285.07146018396,112068.52040512832,109662.95145129404,4532.763576315606
2013-10-12,114030.20220771445,0.0,1.4494900176208265,199,2013,10,12,5,5.525098954591564,0,102.17,118766.3408666061,121123.61876452249,121654.8565475465,113285.07146018396,123436.74527752024,3786.6984624053384
2013-10-13,127697.78120392706,0.0,1.4917605081552185,279,2013,10,13,6,5.570277233539614,0,102.17,114030.20220771445,115055.91747946004,121123.61876452249,121654.8565475465,123607.87013052077,5852.2328342437995
2013-10-14,119976.60451293526,0.0,1.4555840455637603,255,2013,10,14,0,5.604092669872906,0,102.46,127697.78120392706,111260.70811202786,115055.91747946004,121123.61876452249,116628.71121694565,6041.151679976824
2013-10-15,113976.8469118226,0.0,1.4440604268666342,213,2013,10,15,1,5.622758237918996,0,101.15,119976.60451293526,111702.28666634818,111260.70811202786,115055.91747946004,120737.78227331695,5727.809544012532
2013-10-16,119545.69837380724,0.0,1.464541805782934,230,2013,10,16,2,5.676658920369441,0,102.34,113976.8469118226,112051.22537966688,111702.28666634818,111260.70811202786,116994.1951538711,5295.644071592977
2013-10-17,109986.06684777397,0.0,1.4273853916511654,176,2013,10,17,3,5.662466951569495,0,100.72,119545.69837380724,118766.3408666061,112051.22537966688,111702.28666634818,112068.52040512832,5722.98564342927
2013-10-18,112423.90592970514,0.0,1.4310874255212336,198,2013,10,18,4,5.61888112638944,0,100.87,109986.06684777397,114030.20220771445,118766.3408666061,112051.22537966688,113285.07146018396,6022.360718622181
2013-10-19,121430.50411032939,0.0,1.4813762436104374,234,2013,10,19,5,5.669736715483525,0,100.87,112423.90592970514,127697.78120392706,114030.20220771445,118766.3408666061,121654.8565475465,6103.015769986469
2013-10-20,128998.23071430463,0.0,1.505738770336675,272,2013,10,20,6,5.678673530063211,0,100.87,121430.50411032939,119976.60451293526,127697.78120392706,114030.20220771445,121123.61876452249,6461.5657258402425
